stock_name,stock_code,preferred_theme,categories,subthemes,keywords
태웅,044490,전력 / 에너지,에너지,원자력 발전 | SMR(소형모듈원자로),원자력 발전 | SMR(소형모듈원자로)
태웅로직스,124560,조선/기자재 테마,유통/물류 | 조선/해운,물류 | 해운,물류 | 해운
테고사이언스,191420,BIO / 의료AI,바이오/의료AI,줄기세포,줄기세포
테라뷰,950250,반도체 업황/테마 부각,반도체 | 이차전지 | 의료기기/의료시설 | 통신,반도체 장비 | HBM(고대역폭메모리) | 2차전지(장비) | 의료기기 | 5G/6G,반도체 장비 | 5G/6G | HBM(고대역폭메모리) | 의료기기 | 2차전지(장비)
테라젠이텍스,066700,BIO / 의료AI,바이오/의료AI | 정부정책,유전자치료 | 고령화/노인복지,유전자치료 | 고령화/노인복지
테스,095610,반도체 업황/테마 부각,반도체,반도체 장비 | 3D 낸드(NAND),반도체 장비 | 3D 낸드(NAND)
테크윙,089030,반도체 업황/테마 부각,반도체,차량용 반도체 | 인텔 | 반도체 장비 | 반도체 소재/부품 | 마이크론 | HBM(고대역폭메모리) | 3D 낸드(NAND),반도체 소재/부품 | 반도체 장비 | 차량용 반도체 | HBM(고대역폭메모리) | 3D 낸드(NAND) | 인텔 | 마이크론
텔레칩스,054450,자율주행/모빌리티 테마,가상화폐/가상현실 | 반도체 | 자동차,스마트 글래스 | 차량용 반도체 | 온센서AI | 온디바이스AI | 반도체 설계 | 자율주행 | 스마트카(애플카 등),차량용 반도체 | 자율주행 | 스마트카(애플카 등) | 반도체 설계 | 온디바이스AI | 스마트 글래스 | 온센서AI
토니모리,214420,화장품 / 중국,레저 | 화장품/미용,면세점 | 화장품,면세점 | 화장품
토마토시스템,393210,BIO / 의료AI,바이오/의료AI | 유니콘,의료AI | 원격진료/비대면진료 | 퓨리오사AI,퓨리오사AI | 의료AI | 원격진료/비대면진료
토모큐브,475960,BIO / 의료AI,바이오/의료AI | 반도체 | 의료기기/의료시설,인공장기 | 의료AI | AI신약 | 유리기판 | 의료기기,유리기판 | 의료기기 | 인공장기 | 의료AI | AI신약
토박스코리아,215480,개별주,생활,패션/의류,패션/의류
토비스,051360,자율주행/모빌리티 테마,레저 | 자동차 | 정치,호텔/카지노 | 전기차 화재 방지 | 한동훈,호텔/카지노 | 한동훈 | 전기차 화재 방지
토탈소프트,045340,유통 / 물류,유통/물류 | 정치,물류 | 홍준표 | 조국 | 이재명,물류 | 이재명 | 홍준표 | 조국
톱텍,108230,로봇 테마 부각,AI/데이터센터/로봇 | 이차전지,스마트팩토리 | 2차전지(장비),스마트팩토리 | 2차전지(장비)
툴젠,199800,BIO / 의료AI,바이오/의료AI,유전자치료,유전자치료
트루엔,417790,개별주,IT/신기술,사물인터넷(IoT)/스마트홈 | 보안,보안 | 사물인터넷(IoT)/스마트홈
트리니티항공,091810,우주 / 항공,우주/항공,항공사,항공사
트윔,290090,로봇 테마 부각,AI/데이터센터/로봇,로봇,로봇
특수건설,026150,건설/인프라 테마,건설/인프라 | 정치,"철도 | 지하화(해저터널, GTX 등) | 이재명 | 이낙연 | 오세훈","이재명 | 오세훈 | 지하화(해저터널, GTX 등) | 이낙연 | 철도"
티디에스팜,464280,BIO / 의료AI,바이오/의료AI,치매/알츠하이머,치매/알츠하이머
티로보틱스,117730,로봇 테마 부각,AI/데이터센터/로봇 | 반도체 | 빅테크,휴머노이드 | 스마트팩토리 | 로봇 | 유리기판 | SK,유리기판 | 로봇 | 스마트팩토리 | 휴머노이드 | SK
티비씨,033830,IP / 엔터,IP/엔터 | 정치,미디어(방송/신문) | 황교안 | 홍준표 | 한동훈,미디어(방송/신문) | 홍준표 | 한동훈 | 황교안
티사이언티픽,057680,코인 / 가상자산,가상화폐/가상현실 | 정치,가상화폐 | 홍준표,홍준표 | 가상화폐
티쓰리,204610,우주 / 항공,IP/엔터 | 우주/항공,게임 | UAM/드론,UAM/드론 | 게임
티씨머티리얼즈,125020,전력기기/전력망 테마,건설/인프라 | 기타 | 신소재 | 정부정책 | 원자재 | 전력,"지하화(해저터널, GTX 등) | 2025년 2분기 신규상장 | 초전도체 | 에너지고속도로 | 구리 | 해저케이블 | 변압기 | HVDC(초고압직류송전)","변압기 | 해저케이블 | 구리 | 초전도체 | 지하화(해저터널, GTX 등) | 에너지고속도로 | HVDC(초고압직류송전) | 2025년 2분기 신규상장"
티씨케이,064760,반도체 업황/테마 부각,반도체,전력반도체 | 반도체 장비 | 반도체 소재/부품,반도체 소재/부품 | 반도체 장비 | 전력반도체
티앤알바이오팹,246710,BIO / 의료AI,IT/신기술 | 바이오/의료AI | 의료기기/의료시설 | 화장품/미용,3D 프린터 | 인공장기 | 의료기기 | 화장품 | 탈모,탈모 | 화장품 | 3D 프린터 | 의료기기 | 인공장기
티에스넥스젠,043220,전력기기/전력망 테마,전력,전선,전선
티에스아이,277880,이차전지,이차전지,2차전지(장비),2차전지(장비)
티에스이,131290,반도체 업황/테마 부각,반도체,반도체 장비,반도체 장비
티에이치엔,019180,자율주행/모빌리티 테마,자동차 | 정치,수소차/수소충전 | 이낙연 | 김부겸,수소차/수소충전 | 김부겸 | 이낙연
티에프이,425420,반도체 업황/테마 부각,반도체,반도체 패키징 | 반도체 장비 | 반도체 소재/부품 | HBM(고대역폭메모리),반도체 소재/부품 | 반도체 장비 | HBM(고대역폭메모리) | 반도체 패키징
티엑스알로보틱스,484810,로봇 테마 부각,AI/데이터센터/로봇 | 기타,스마트팩토리 | 로봇 | 2025년 1분기 신규상장,2025년 1분기 신규상장 | 로봇 | 스마트팩토리
티엔엔터테인먼트,131100,정치 테마,정치,한동훈,한동훈
티엘비,356860,반도체 업황/테마 부각,AI/데이터센터/로봇 | 반도체 | 빅테크,SSD | 반도체 소재/부품 | SOCAMM | PCB/FPCB(회로기판) | CXL(컴퓨트익스프레스링크) | 엔비디아,반도체 소재/부품 | SOCAMM | 엔비디아 | CXL(컴퓨트익스프레스링크) | PCB/FPCB(회로기판) | SSD
티엠씨,217590,조선/기자재 테마,에너지 | 조선/해운 | 전력 | 통신,원자력 발전 | SMR(소형모듈원자로) | 해양플랜트 | 조선기자재 | 해저케이블 | 통신/통신장비,원자력 발전 | SMR(소형모듈원자로) | 해양플랜트 | 조선기자재 | 해저케이블 | 통신/통신장비
티와이홀딩스,363280,건설/인프라 테마,건설/인프라 | 기타 | 레저 | 정치,건설 | 지주사 | 골프 | 한덕수,지주사 | 골프 | 건설 | 한덕수
티움바이오,321550,BIO / 의료AI,바이오/의료AI,유전자치료 | 면역항암제,유전자치료 | 면역항암제
티웨이홀딩스,004870,우주 / 항공,우주/항공,항공사,항공사
티이엠씨,425040,반도체 업황/테마 부각,반도체,반도체 소재/부품,반도체 소재/부품
티이엠씨씨엔에스,241790,반도체 업황/테마 부각,반도체,반도체 장비 | 반도체 소재/부품,반도체 소재/부품 | 반도체 장비
티케이지애강,022220,건설/인프라 테마,건설/인프라 | 정치 | 원자재,도시재생 | 이재명 | 금,이재명 | 도시재생 | 금
티케이케미칼,104480,정책 수혜 기대감,생활 | 정부정책 | 정치,화학섬유 | 패션/의류 | 밸류업/저PBR | 이낙연,밸류업/저PBR | 패션/의류 | 화학섬유 | 해운 | 이낙연
티플랙스,081150,원자재 테마,국제 | 신소재 | 에너지 | 원자재,미중무역전쟁 | 초전도체 | 맥신 | 원자력 발전 | 희토류 | 희귀금속(티타늄 등) | 니켈,원자력 발전 | 초전도체 | 희토류 | 니켈 | 희귀금속(티타늄 등) | 맥신 | 미중무역전쟁
티피씨글로벌,130740,로봇 테마 부각,AI/데이터센터/로봇 | 건설/인프라 | 정치,액추에이터/감속기 | 로봇 | 수자원/수처리 | 이재명,이재명 | 로봇 | 액추에이터/감속기 | 수자원/수처리
팅크웨어,084730,자율주행/모빌리티 테마,가상화폐/가상현실 | 자동차 | 환경/재난,VR/AR/XR | 자율주행 | 한파/제설,자율주행 | VR/AR/XR | 한파/제설
파두,440110,반도체 업황/테마 부각,AI/데이터센터/로봇 | 반도체,SSD | 반도체 설계 | HBM(고대역폭메모리) | CXL(컴퓨트익스프레스링크),반도체 설계 | HBM(고대역폭메모리) | CXL(컴퓨트익스프레스링크) | SSD
파라다이스,034230,개별주,레저,호텔/카지노 | 여행,호텔/카지노 | 여행
파라택시스이더리움,290560,개별주,IT/신기술,보안,보안
파라텍,033540,자율주행/모빌리티 테마,신소재 | 자동차 | 환경/재난 | 정치,그래핀/흑연 | 전기차 화재 방지 | 화재/산불 | 지진 | 한동훈,지진 | 화재/산불 | 한동훈 | 전기차 화재 방지 | 그래핀/흑연
파로스아이바이오,388870,BIO / 의료AI,바이오/의료AI,의료AI | AI신약,의료AI | AI신약
파루,043200,전력 / 에너지,바이오/의료AI | 에너지 | 환경/재난 | 전염병/질병,동물백신/방역 | 태양광 발전 | 태풍/수해 | 조류독감,조류독감 | 태양광 발전 | 태풍/수해 | 동물백신/방역
파마리서치,214450,화장품 / 중국,의료기기/의료시설 | 화장품/미용,의료기기 | 화장품 | 피부/미용기기 | 보톡스(보툴리눔톡신),화장품 | 의료기기 | 보톡스(보툴리눔톡신) | 피부/미용기기
파멥신,208340,BIO / 의료AI,바이오/의료AI,면역항암제 | mRNA(메신저 리보핵산),면역항암제 | mRNA(메신저 리보핵산)
파미셀,005690,BIO / 의료AI,바이오/의료AI | 반도체 | 빅테크,줄기세포 | 유전자치료 | mRNA(메신저 리보핵산) | 반도체 소재/부품 | 엔비디아,반도체 소재/부품 | 유전자치료 | 엔비디아 | mRNA(메신저 리보핵산) | 줄기세포
파버나인,177830,원자재 테마,정치 | 원자재,이낙연 | 알루미늄,알루미늄 | 이낙연
파세코,037070,개별주,환경/재난,황사/미세먼지 | 폭염,황사/미세먼지 | 폭염
파수AI,150900,코인 / 가상자산,AI/데이터센터/로봇 | IT/신기술 | 가상화폐/가상현실,AI(인공지능) | 재택근무 | 보안 | 딥페이크 | 블록체인,블록체인 | 딥페이크 | 보안 | AI(인공지능) | 재택근무
파워넷,037030,이차전지,신소재 | 이차전지,맥신 | LFP배터리(리튬인산철),LFP배터리(리튬인산철) | 맥신
파워로직스,047310,이차전지,IT/신기술 | 빅테크 | 신소재 | 에너지 | 자동차 | 이차전지,카메라모듈/부품 | 바이오인식(생체인식) | 현대차/보스턴다이내믹스 | 초전도체 | ESS(전력저장장치) | 전기차 충전 | 폐배터리 | 원통형 배터리,ESS(전력저장장치) | 전기차 충전 | 초전도체 | 폐배터리 | 원통형 배터리 | 현대차/보스턴다이내믹스 | 카메라모듈/부품 | 바이오인식(생체인식)
파이버프로,368770,우주 / 항공,IT/신기술 | 기계/방산 | 우주/항공 | 전력 | 통신,양자암호/양자컴퓨팅 | 방산 | 우주개발 | UAM/드론 | 해저케이블 | 통신/통신장비,우주개발 | 해저케이블 | 통신/통신장비 | 방산 | UAM/드론 | 양자암호/양자컴퓨팅
파이오링크,170790,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술,데이터센터/클라우드 | 보안,데이터센터/클라우드 | 보안
파이온엑스,900100,BIO / 의료AI,바이오/의료AI,마리화나(대마),마리화나(대마)
파인디지털,038950,자율주행/모빌리티 테마,IT/신기술 | 레저 | 자동차 | 정치,음성인식 | 디지털트윈 | 골프 | 스마트카(애플카 등) | 원희룡,골프 | 디지털트윈 | 스마트카(애플카 등) | 음성인식 | 원희룡
파인엠텍,441270,개별주,모바일,폴더블폰,폴더블폰
파인테크닉스,106240,정치 테마,모바일 | 정치,갤럭시 부품 | 홍준표,홍준표 | 갤럭시 부품
파인텍,131760,우주 / 항공,IT/신기술 | 모바일 | 우주/항공 | 이차전지,양자암호/양자컴퓨팅 | 폴더블폰 | 갤럭시 부품 | UAM/드론 | 2차전지(장비),폴더블폰 | 갤럭시 부품 | UAM/드론 | 2차전지(장비) | 양자암호/양자컴퓨팅
파크시스템스,140860,반도체 업황/테마 부각,반도체,반도체 장비,반도체 장비
파트론,091700,BIO / 의료AI,IT/신기술 | 모바일,카메라모듈/부품 | 음성인식 | 바이오인식(생체인식) | 갤럭시 부품,갤럭시 부품 | 음성인식 | 카메라모듈/부품 | 바이오인식(생체인식)
판타지오,032800,IP / 엔터,IP/엔터,음원/음반,음원/음반
팜스빌,318010,음식료,음식료 | 정치,건강기능식품 | 홍준표,홍준표 | 건강기능식품
팜스코,036580,유통 / 물류,생활 | 음식료 | 정치 | 유니콘,"반려동물 | 축산물(육계, 돈육 등) | 김동연 | 마켓컬리","마켓컬리 | 김동연 | 축산물(육계, 돈육 등) | 반려동물"
팜스토리,027710,남북경협/대북 테마,국제 | 레저 | 정부정책 | 음식료,"미중무역전쟁 | 스포츠행사(월드컵 등) | 남북경협 | 축산물(육계, 돈육 등) | 식량/사료","남북경협 | 스포츠행사(월드컵 등) | 식량/사료 | 축산물(육계, 돈육 등) | 미중무역전쟁 | 구제역/광우병"
팜젠사이언스,004720,개별주,전염병/질병,마이코플라스마 폐렴,마이코플라스마 폐렴
패션플랫폼,225590,개별주,생활,패션/의류,패션/의류
팬스타엔터프라이즈,054300,이차전지,레저 | 정부정책 | 유니콘 | 이차전지,여행 | 금강산 관광 | 퓨리오사AI | LFP배터리(리튬인산철),여행 | 퓨리오사AI | LFP배터리(리튬인산철) | 금강산 관광
팬엔터테인먼트,068050,IP / 엔터,IP/엔터,영화/드라마/OTT,영화/드라마/OTT
팬오션,028670,조선/기자재 테마,조선/해운,해운,해운
팸텍,271830,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술 | 반도체,스마트팩토리 | 로봇 | 카메라모듈/부품 | 유리기판 | 반도체 장비,유리기판 | 반도체 장비 | 로봇 | 스마트팩토리 | 카메라모듈/부품
퍼스텍,010820,우주 / 항공,기계/방산 | 우주/항공,지뢰 제거 | 방산 | 우주개발 | UAM/드론,우주개발 | 방산 | UAM/드론 | 지뢰 제거
퍼시스,016800,건설/인프라 테마,건설/인프라,리모델링/인테리어,리모델링/인테리어
펄어비스,263750,IP / 엔터,IP/엔터,게임,게임
펌텍코리아,251970,화장품 / 중국,화장품/미용,화장품,화장품
페니트리움바이오,187660,BIO / 의료AI,바이오/의료AI,CRO(임상시험수탁기관),CRO(임상시험수탁기관)
페이퍼코리아,001020,정책 수혜 기대감,생활 | 정부정책,제지 | 새만금,새만금 | 제지
펨트론,168360,반도체 업황/테마 부각,반도체 | 이차전지,반도체 장비 | 마이크론 | SOCAMM | HBM(고대역폭메모리) | 2차전지(장비),반도체 장비 | SOCAMM | HBM(고대역폭메모리) | 2차전지(장비) | 마이크론
펩트론,087010,BIO / 의료AI,바이오/의료AI,치매/알츠하이머 | 비만치료제,비만치료제 | 치매/알츠하이머
평화산업,090080,방산,기계/방산 | 자동차 | 정치,방산 | 수소차/수소충전 | 김문수,수소차/수소충전 | 방산 | 김문수
평화홀딩스,010770,방산,기계/방산 | 기타 | 자동차 | 정치,방산 | 지주사 | 수소차/수소충전 | 김문수,지주사 | 수소차/수소충전 | 방산 | 김문수
