stock_name,preferred_theme,example_count,preferred_count,confidence,last_seen,theme_counts
알서포트,개별주,2,1,0.500,2026-03-26,개별주:1; IT / 통신:1
알에프텍,개별주,1,1,1.000,2026-02-27,개별주:1
알엔티엑스,전력 / 에너지,1,1,1.000,2026-04-15,전력 / 에너지:1
알체라,로봇,2,1,0.500,2026-04-28,로봇:1; 개별주:1
알파칩스,삼성 / 반디플,1,1,1.000,2026-04-03,삼성 / 반디플:1
애경산업,BIO / 의료AI,2,1,0.500,2026-05-28,BIO / 의료AI:1; 개별주:1
애경케미칼,방산,4,1,0.250,2026-04-22,방산:1; IT / 통신:1; 개별주:1; 이차전지:1
애드바이오텍,개별주,2,1,0.500,2025-10-17,개별주:1; 전력 / 에너지:1
앤로보틱스,로봇,2,1,0.500,2026-04-27,로봇:1; 개별주:1
얼라인드,BIO / 의료AI,1,1,1.000,2026-02-25,BIO / 의료AI:1
에스넷,IT / 통신,1,1,1.000,2026-04-16,IT / 통신:1
에스아이리소스,중동전쟁,3,1,0.333,2026-04-20,중동전쟁:1; 전력 / 에너지:1; 개별주:1
에스앤더블류,조선,1,1,1.000,2025-09-04,조선:1
에스엠씨지,방산,2,1,0.500,2026-03-30,방산:1; 개별주:1
에스코넥,실적 / 공시,1,1,1.000,2026-02-12,실적 / 공시:1
에스팀,개별주,1,1,1.000,2026-03-06,개별주:1
에스폴리텍,개별주,1,1,1.000,2026-03-26,개별주:1
에쎈테크,개별주,1,1,1.000,2026-03-20,개별주:1
에쓰씨엔지니어링,개별주,1,1,1.000,2026-01-19,개별주:1
에어레인,전력 / 에너지,1,1,1.000,2025-10-29,전력 / 에너지:1
에어부산,개별주,1,1,1.000,2025-12-08,개별주:1
에이비온,BIO / 의료AI,1,1,1.000,2025-11-10,BIO / 의료AI:1
에이전트AI,전력 / 에너지,1,1,1.000,2026-03-31,전력 / 에너지:1
에이치시티,개별주,1,1,1.000,2025-07-29,개별주:1
에이텀,로봇,2,1,0.500,2026-06-05,로봇:1; 조선:1
에이테크솔루션,개별주,3,1,0.333,2026-01-19,개별주:1; 삼성 / 반디플:1; 이차전지:1
에이티넘인베스트,로봇,1,1,1.000,2026-06-02,로봇:1
에이프로젠바이오,BIO / 의료AI,1,1,1.000,2026-05-13,BIO / 의료AI:1
에이플러스에셋,개별주,1,1,1.000,2025-11-19,개별주:1
에코바이오,개별주,1,1,1.000,2025-11-10,개별주:1
엑사이엔씨,개별주,1,1,1.000,2025-09-24,개별주:1
엑시온그룹,조선,2,1,0.500,2025-10-21,조선:1; 로봇:1
엔시스,개별주,1,1,1.000,2026-04-27,개별주:1
엔지켐생명과학,BIO / 의료AI,1,1,1.000,2025-09-02,BIO / 의료AI:1
엔터 관련주: 에이스토리,개별주,1,1,1.000,2026-01-02,개별주:1
엔피케이,BIO / 의료AI,1,1,1.000,2025-11-18,BIO / 의료AI:1
엠로,로봇,2,1,0.500,2026-05-29,로봇:1; 개별주:1
엠씨넥스,자율주행,1,1,1.000,2025-12-26,자율주행:1
엠아이큐브솔루션,실적 / 공시,1,1,1.000,2026-01-27,실적 / 공시:1
엠에스오토텍,로봇,1,1,1.000,2026-02-25,로봇:1
엠투아이,로봇,1,1,1.000,2025-09-01,로봇:1
엠투엔,BIO / 의료AI,1,1,1.000,2025-09-04,BIO / 의료AI:1
엣지파운드리,개별주,1,1,1.000,2025-12-11,개별주:1
영우디에스피,삼성 / 반디플,1,1,1.000,2025-08-26,삼성 / 반디플:1
영원무역,개별주,2,1,0.500,2025-11-18,개별주:1; 실적 / 공시:1
영풍,개별주,1,1,1.000,2025-11-27,개별주:1
예림당,정치,2,1,0.500,2025-12-15,정치:1; 정부 정책:1
오가닉티코스메틱,화장품,1,1,1.000,2025-10-30,화장품:1
오늘이앤엠,IT / 통신,1,1,1.000,2026-05-08,IT / 통신:1
오늘이엔엠,IT / 통신,2,1,0.500,2026-04-01,IT / 통신:1; 삼성 / 반디플:1
오뚜기,개별주,1,1,1.000,2025-09-12,개별주:1
오리엔트바이오,개별주,1,1,1.000,2026-02-12,개별주:1
오비고,삼성 / 반디플,1,1,1.000,2025-12-26,삼성 / 반디플:1
오상헬스케어,BIO / 의료AI,1,1,1.000,2026-04-17,BIO / 의료AI:1
오스테오닉,BIO / 의료AI,1,1,1.000,2025-08-19,BIO / 의료AI:1
오아,개별주,1,1,1.000,2025-09-09,개별주:1
오텍,전력 / 에너지,3,1,0.333,2026-05-08,전력 / 에너지:1; IT / 통신:1; 로봇:1
와이랩,개별주,1,1,1.000,2025-09-16,개별주:1
와이즈넛,로봇,3,1,0.333,2026-03-13,로봇:1; 삼성 / 반디플:1; 개별주:1
우정바이오,개별주,2,1,0.500,2026-03-06,개별주:1; BIO / 의료AI:1
우진플라임,개별주,1,1,1.000,2026-04-21,개별주:1
웅진,개별주,1,1,1.000,2025-08-18,개별주:1
원유·천연가스 관련주: 극동유화,방산,1,1,1.000,2026-03-03,방산:1
원익피앤이,로봇,1,1,1.000,2026-01-02,로봇:1
원준,삼성 / 반디플,2,1,0.500,2026-05-28,삼성 / 반디플:1; 이차전지:1
위드텍,삼성 / 반디플,1,1,1.000,2025-07-28,삼성 / 반디플:1
위메이드맥스,개별주,1,1,1.000,2026-04-20,개별주:1
위메이드플레이,개별주,1,1,1.000,2026-04-20,개별주:1
위지트,개별주,1,1,1.000,2026-04-09,개별주:1
유니드,개별주,1,1,1.000,2026-04-23,개별주:1
유라테크,개별주,1,1,1.000,2026-04-14,개별주:1
유비쿼스,IT / 통신,2,1,0.500,2026-03-11,IT / 통신:1; 로봇:1
유비쿼스홀딩스,IT / 통신,1,1,1.000,2026-04-14,IT / 통신:1
유성티엔에스,개별주,1,1,1.000,2026-05-28,개별주:1
유신,전력 / 에너지,1,1,1.000,2026-04-08,전력 / 에너지:1
이구산업,개별주,2,1,0.500,2026-05-13,개별주:1; 전력 / 에너지:1
이글루,IT / 통신,1,1,1.000,2026-04-15,IT / 통신:1
이노뎁,IT / 통신,1,1,1.000,2026-04-16,IT / 통신:1
이노진,BIO / 의료AI,1,1,1.000,2025-12-17,BIO / 의료AI:1
이녹스,우주 / 항공,1,1,1.000,2026-02-03,우주 / 항공:1
이렘,美 - 관세,1,1,1.000,2025-07-23,美 - 관세:1
이스트소프트,정부 정책,1,1,1.000,2025-08-04,정부 정책:1
이스트에이드,개별주,2,1,0.500,2026-01-16,개별주:1; 정부 정책:1
이엠앤아이,이차전지,4,1,0.250,2025-10-24,이차전지:1; 로봇:1; 개별주:1; 삼성 / 반디플:1
이원컴포텍,개별주,1,1,1.000,2026-01-09,개별주:1
이지바이오,개별주,1,1,1.000,2025-07-30,개별주:1
이지케어텍,개별주,1,1,1.000,2025-12-04,개별주:1
이지트로닉스,이차전지,1,1,1.000,2025-09-04,이차전지:1
인스웨이브,개별주,1,1,1.000,2026-01-09,개별주:1
인스피언,IT / 통신,2,1,0.500,2026-04-14,IT / 통신:1; 개별주:1
인포바인,개별주,1,1,1.000,2025-08-01,개별주:1
인화정공,조선,1,1,1.000,2025-08-29,조선:1
일정실업,개별주,1,1,1.000,2025-09-30,개별주:1
일지테크,로봇,1,1,1.000,2026-01-13,로봇:1
일진다이아,미중갈등 / 원자재,2,1,0.500,2025-10-14,미중갈등 / 원자재:1; 미-중 갈등 / 원자재:1
일진디스플,삼성 / 반디플,1,1,1.000,2025-08-13,삼성 / 반디플:1
일진하이솔루스,로봇,1,1,1.000,2026-02-25,로봇:1
일진홀딩스,전력 / 에너지,1,1,1.000,2026-05-04,전력 / 에너지:1
잉글우드랩,실적 / 공시,1,1,1.000,2025-11-07,실적 / 공시:1
자이글,이차전지,1,1,1.000,2025-10-22,이차전지:1
제너셈,삼성 / 반디플,2,1,0.500,2026-04-16,삼성 / 반디플:1; 실적 / 공시:1
제놀루션,BIO / 의료AI,1,1,1.000,2025-08-19,BIO / 의료AI:1
제이브이엠,BIO / 의료AI,1,1,1.000,2025-07-31,BIO / 의료AI:1
제이스코홀딩스,개별주,1,1,1.000,2025-08-20,개별주:1
제이아이테크,방산,2,1,0.500,2026-03-30,방산:1; 삼성 / 반디플:1
제이엠티,삼성 / 반디플,1,1,1.000,2025-08-13,삼성 / 반디플:1
제이준코스메틱,실적 / 공시,2,1,0.500,2025-10-01,실적 / 공시:1; BIO / 의료AI:1
제이투케이바이오,실적 / 공시,2,1,0.500,2026-05-14,실적 / 공시:1; BIO / 의료AI:1
제주항공,개별주,1,1,1.000,2026-06-15,개별주:1
제테마,개별주,1,1,1.000,2026-05-29,개별주:1
젝시믹스,정치,2,1,0.500,2025-12-15,정치:1; 정부 정책:1
조선내화,개별주,1,1,1.000,2025-09-25,개별주:1
조선선재,조선,1,1,1.000,2025-09-09,조선:1
조아제약,대북,1,1,1.000,2026-02-06,대북:1
조일알미늄,방산,5,1,0.200,2026-04-22,방산:1; 중동전쟁 / 원자재:1; 전력 / 에너지:1; 중동전쟁:1; 개별주:1
종근당,BIO / 의료AI,1,1,1.000,2025-07-29,BIO / 의료AI:1
종근당바이오,BIO / 의료AI,1,1,1.000,2026-01-20,BIO / 의료AI:1
증권 관련주: 부국증권,개별주,1,1,1.000,2025-08-28,개별주:1
증권 관련주: 상상인증권,정부 정책,1,1,1.000,2025-09-15,정부 정책:1
증권사 관련주: NH투자증권,개별주,1,1,1.000,2025-11-10,개별주:1
지씨셀,BIO / 의료AI,1,1,1.000,2025-10-17,BIO / 의료AI:1
지씨지놈,BIO / 의료AI,1,1,1.000,2026-01-20,BIO / 의료AI:1
지에프씨생명과학,BIO / 의료AI,3,1,0.333,2025-09-30,BIO / 의료AI:1; 개별주:1; 화장품 / 중국:1
지엔코,개별주,1,1,1.000,2025-09-17,개별주:1
지역난방공사,실적 / 공시,1,1,1.000,2025-11-07,실적 / 공시:1
지오엘리먼트,삼성 / 반디플,1,1,1.000,2026-05-11,삼성 / 반디플:1
지주사 관련주: HD현대,정부 정책,1,1,1.000,2025-09-15,정부 정책:1
지주사 관련주: HS효성,개별주,1,1,1.000,2025-11-10,개별주:1
지주사 관련주: 코오롱,개별주,1,1,1.000,2025-08-28,개별주:1
진매트릭스,BIO / 의료AI,1,1,1.000,2025-09-17,BIO / 의료AI:1
진바이오텍,실적 / 공시,1,1,1.000,2025-08-11,실적 / 공시:1
진양화학,개별주,1,1,1.000,2026-06-04,개별주:1
진에어,개별주,1,1,1.000,2025-12-08,개별주:1
창해에탄올,방산,2,1,0.500,2026-04-07,방산:1; 전력 / 에너지:1
채비,이차전지,1,1,1.000,2026-04-29,이차전지:1
청담글로벌,화장품,2,1,0.500,2025-10-30,화장품:1; 개별주:1
칩스앤미디어,삼성 / 반디플,1,1,1.000,2025-12-05,삼성 / 반디플:1
카카오뱅크,개별주,2,1,0.500,2026-02-05,개별주:1; 코인 / 가상자산:1
컬러레이,화장품,1,1,1.000,2025-10-30,화장품:1
컴투스홀딩스,개별주,1,1,1.000,2026-01-26,개별주:1
케스피온,미중갈등 / 원자재,1,1,1.000,2025-10-14,미중갈등 / 원자재:1
케이뱅크,개별주,1,1,1.000,2026-06-10,개별주:1
케이씨,삼성 / 반디플,1,1,1.000,2025-10-02,삼성 / 반디플:1
케이아이엔엑스,개별주,1,1,1.000,2025-11-26,개별주:1
케이알엠,방산,1,1,1.000,2026-03-03,방산:1
케이엔솔,삼성 / 반디플,1,1,1.000,2026-05-06,삼성 / 반디플:1
케이이엠텍,이차전지,2,1,0.500,2025-11-04,이차전지:1; 개별주:1
케이피항공산업,개별주,1,1,1.000,2026-05-19,개별주:1
코난테크놀로지,로봇,2,1,0.500,2026-03-13,로봇:1; AI:1
코리아나,개별주,2,1,0.500,2026-04-24,개별주:1; 화장품:1
코리아에셋투자증권,개별주,1,1,1.000,2026-02-19,개별주:1
코미팜,BIO / 의료AI,1,1,1.000,2026-04-17,BIO / 의료AI:1
코스맥스,개별주,1,1,1.000,2025-11-21,개별주:1
코스맥스비티아이,개별주,1,1,1.000,2026-05-08,개별주:1
코스맥스엔비티,개별주,1,1,1.000,2026-05-08,개별주:1
코스모화학,이차전지,1,1,1.000,2025-10-16,이차전지:1
코아스,개별주,1,1,1.000,2025-09-05,개별주:1
코아시아씨엠,실적 / 공시,1,1,1.000,2026-05-14,실적 / 공시:1
코어라인소프트,BIO / 의료AI,1,1,1.000,2025-11-28,BIO / 의료AI:1
코오롱,조선,3,1,0.333,2026-04-29,조선:1; BIO / 의료AI:1; 개별주:1
코이즈,삼성 / 반디플,1,1,1.000,2026-02-03,삼성 / 반디플:1
코콤,개별주,1,1,1.000,2026-02-13,개별주:1
콘텐트리중앙,실적 / 공시,1,1,1.000,2025-11-10,실적 / 공시:1
콜마비앤에이치,개별주,1,1,1.000,2025-08-20,개별주:1
큐라티스,BIO / 의료AI,1,1,1.000,2025-08-27,BIO / 의료AI:1
큐로홀딩스,개별주,1,1,1.000,2025-09-17,개별주:1
크래프톤,로봇,2,1,0.500,2026-03-13,로봇:1; IP / 엔터:1
키다리스튜디오,실적 / 공시,1,1,1.000,2026-02-11,실적 / 공시:1
탑런토탈솔루션,로봇,2,1,0.500,2026-01-08,로봇:1; 개별주:1
태경케미컬,방산,2,1,0.500,2026-03-30,방산:1; 전력 / 에너지:1
태림포장,개별주,1,1,1.000,2026-03-26,개별주:1
태웅로직스,개별주,1,1,1.000,2025-09-04,개별주:1
텔레칩스,삼성 / 반디플,2,1,0.500,2026-05-08,삼성 / 반디플:1; 개별주:1
텔코웨어,개별주,1,1,1.000,2025-09-23,개별주:1
토니모리,개별주,2,1,0.500,2026-01-02,개별주:1; 화장품:1
토마토시스템,삼성 / 반디플,2,1,0.500,2026-02-10,삼성 / 반디플:1; BIO / 의료AI:1
티디에스팜,BIO / 의료AI,1,1,1.000,2025-11-28,BIO / 의료AI:1
티웨이홀딩스,개별주,1,1,1.000,2026-06-15,개별주:1
티케이지애강,개별주,1,1,1.000,2025-07-24,개별주:1
티플랙스,개별주,2,1,0.500,2026-05-11,개별주:1; 미-중 갈등 / 원자재:1
파라택시스코리아,개별주,1,1,1.000,2025-12-11,개별주:1
파라텍,개별주,1,1,1.000,2025-07-24,개별주:1
파워로직스,이차전지,2,1,0.500,2026-01-19,이차전지:1; 로봇:1
파이오링크,개별주,2,1,0.500,2025-10-01,개별주:1; IT / 통신:1
파인메딕스,BIO / 의료AI,1,1,1.000,2025-09-02,BIO / 의료AI:1
팜스토리,개별주,1,1,1.000,2026-02-23,개별주:1
팜젠사이언스,BIO / 의료AI,1,1,1.000,2025-07-29,BIO / 의료AI:1
팬엔터테인먼트,IP / 엔터,1,1,1.000,2025-08-19,IP / 엔터:1
펌텍코리아,화장품 / 중국,1,1,1.000,2025-08-06,화장품 / 중국:1
포스코엠텍,로봇,4,1,0.250,2026-01-15,로봇:1; 미-중 갈등 / 원자재:1; 개별주:1; 이차전지:1
포인트모바일,실적 / 공시,1,1,1.000,2025-11-07,실적 / 공시:1
포커스에이아이,개별주,1,1,1.000,2026-01-29,개별주:1
폴라리스세원,로봇,1,1,1.000,2026-01-07,로봇:1
폴라리스오피스,개별주,3,1,0.333,2026-05-21,개별주:1; IT / 통신:1; BIO / 의료AI:1
폴레드,개별주,1,1,1.000,2026-05-14,개별주:1
푸드웰,실적 / 공시,1,1,1.000,2025-08-18,실적 / 공시:1
퓨런티어,이차전지,3,1,0.333,2025-12-24,이차전지:1; 로봇:1; 우주 / 항공:1
프럼파스트,개별주,1,1,1.000,2026-04-14,개별주:1
프레스티지바이오파마,실적 / 공시,1,1,1.000,2025-08-14,실적 / 공시:1
프로티아,BIO / 의료AI,1,1,1.000,2025-11-20,BIO / 의료AI:1
피씨디렉트,삼성 / 반디플,1,1,1.000,2025-09-19,삼성 / 반디플:1
피앤씨테크,전력 / 에너지,1,1,1.000,2026-04-29,전력 / 에너지:1
피엔에이치테크,삼성 / 반디플,1,1,1.000,2025-08-13,삼성 / 반디플:1
피제이메탈,중동전쟁 / 원자재,2,1,0.500,2026-04-13,중동전쟁 / 원자재:1; 중동전쟁:1
피코그램,개별주,1,1,1.000,2025-07-23,개별주:1
피플바이오,BIO / 의료AI,1,1,1.000,2026-05-21,BIO / 의료AI:1
핌스,삼성 / 반디플,2,1,0.500,2025-08-13,삼성 / 반디플:1; 실적 / 공시:1
하나금융지주,개별주,1,1,1.000,2025-09-10,개별주:1
하이딥,개별주,1,1,1.000,2025-12-16,개별주:1
하이록코리아,조선,2,1,0.500,2025-09-02,조선:1; 개별주:1
한국단자,개별주,1,1,1.000,2026-04-16,개별주:1
한국앤컴퍼니,로봇,2,1,0.500,2026-06-15,로봇:1; 실적 / 공시:1
한국정보공학,개별주,1,1,1.000,2025-09-11,개별주:1
한국정보인증,코인 / 가상자산,1,1,1.000,2026-01-23,코인 / 가상자산:1
한국주강,조선,1,1,1.000,2025-12-23,조선:1
한국콜마,개별주,1,1,1.000,2026-05-08,개별주:1
한국타이어앤테크놀로지,실적 / 공시,1,1,1.000,2025-11-10,실적 / 공시:1
한국토지신탁,개별주,1,1,1.000,2026-02-24,개별주:1
한국팩키지,중동전쟁 / 원자재,4,1,0.250,2026-04-13,중동전쟁 / 원자재:1; 방산:1; 개별주:1; 전력 / 에너지:1
한국화장품제조,화장품,1,1,1.000,2025-10-30,화장품:1
한네트,개별주,1,1,1.000,2026-03-19,개별주:1
한섬,실적 / 공시,1,1,1.000,2026-02-10,실적 / 공시:1
한세실업,개별주,1,1,1.000,2025-11-14,개별주:1
한솔로지스틱스,방산,1,1,1.000,2026-03-03,방산:1
한솔홀딩스,삼성 / 반디플,1,1,1.000,2026-05-11,삼성 / 반디플:1
한울앤제주,개별주,1,1,1.000,2025-08-11,개별주:1
한진중공업홀딩스,개별주,1,1,1.000,2025-09-10,개별주:1
한창제지,개별주,1,1,1.000,2026-03-27,개별주:1
한컴라이프케어,개별주,1,1,1.000,2025-12-01,개별주:1
한탑,중동전쟁,2,1,0.500,2026-03-04,중동전쟁:1; 개별주:1
해운 관련주·기타: 대한해운,방산,1,1,1.000,2026-03-03,방산:1
현대제철,조선,4,1,0.250,2026-04-24,조선:1; 개별주:1; 로봇:1; 방산:1
현대지에프홀딩스,개별주,3,1,0.333,2026-02-24,개별주:1; 실적 / 공시:1; 정부 정책:1
현대차증권,개별주,1,1,1.000,2026-05-06,개별주:1
현대홈쇼핑,개별주,2,1,0.500,2026-02-24,개별주:1; 실적 / 공시:1
현우산업,로봇,2,1,0.500,2026-05-14,로봇:1; 삼성 / 반디플:1
형지글로벌,개별주,2,1,0.500,2026-01-02,개별주:1; 로봇:1
화성밸브,전력 / 에너지,2,1,0.500,2026-04-08,전력 / 에너지:1; 개별주:1
화승알앤에이,로봇,1,1,1.000,2025-09-08,로봇:1
화승코퍼레이션,로봇,1,1,1.000,2025-09-08,로봇:1
화장품 관련주: 한국화장품,개별주,1,1,1.000,2026-01-02,개별주:1
화천기계,개별주,1,1,1.000,2026-01-22,개별주:1
효성오앤비,전력 / 에너지,1,1,1.000,2026-03-09,전력 / 에너지:1
휴니드,방산,3,1,0.333,2026-03-03,방산:1; 개별주:1; 조선:1
휴비스,전력 / 에너지,1,1,1.000,2026-04-02,전력 / 에너지:1
휴온스,개별주,1,1,1.000,2026-05-19,개별주:1
흥국에프엔비,개별주,1,1,1.000,2026-01-29,개별주:1
희림,개별주,3,1,0.333,2026-05-07,개별주:1; 중동전쟁 / 원자재:1; 전력 / 에너지:1
