stock_name,preferred_theme,example_count,preferred_count,confidence,last_seen,theme_counts
필옵틱스,삼성 / 반디플,8,8,1.000,2026-05-06,삼성 / 반디플:8
하나머티리얼즈,삼성 / 반디플,8,8,1.000,2026-06-11,삼성 / 반디플:8
한국첨단소재,IT / 통신,13,8,0.615,2026-05-26,IT / 통신:8; 개별주:3; 로봇:2
한성크린텍,삼성 / 반디플,8,8,1.000,2026-05-28,삼성 / 반디플:8
한전산업,전력 / 에너지,10,8,0.800,2026-02-20,전력 / 에너지:8; 개별주:2
한화시스템,방산,20,8,0.400,2026-04-07,방산:8; 개별주:5; 조선:4; 전력 / 에너지:1; 중동전쟁 / 원자재:1; 우주 / 항공:1
헥토파이낸셜,개별주,14,8,0.571,2026-05-11,개별주:8; 코인 / 가상자산:6
GS건설,전력 / 에너지,8,7,0.875,2026-05-07,전력 / 에너지:7; 개별주:1
LG씨엔에스,로봇,10,7,0.700,2026-06-01,로봇:7; 코인 / 가상자산:1; 개별주:1; 전력 / 에너지:1
LS마린솔루션,전력 / 에너지,7,7,1.000,2026-05-04,전력 / 에너지:7
RF시스템즈,방산,10,7,0.700,2026-04-17,방산:7; 조선:1; 전력 / 에너지:1; IT / 통신:1
SK바이오팜,BIO / 의료AI,7,7,1.000,2025-11-28,BIO / 의료AI:7
가온칩스,삼성 / 반디플,8,7,0.875,2026-04-27,삼성 / 반디플:7; 개별주:1
그린리소스,삼성 / 반디플,15,7,0.467,2026-04-21,삼성 / 반디플:7; 전력 / 에너지:3; 개별주:3; 실적 / 공시:2
그린생명과학,BIO / 의료AI,10,7,0.700,2026-05-13,BIO / 의료AI:7; 삼성 / 반디플:2; 개별주:1
노을,BIO / 의료AI,7,7,1.000,2025-11-27,BIO / 의료AI:7
달바글로벌,개별주,9,7,0.778,2026-05-12,개별주:7; 실적 / 공시:1; 화장품 / 중국:1
대성산업,개별주,9,7,0.778,2026-03-03,개별주:7; 방산:1; 원자재:1
더블유씨피,이차전지,11,7,0.636,2026-05-28,이차전지:7; 전력 / 에너지:2; 개별주:2
덕산네오룩스,삼성 / 반디플,9,7,0.778,2026-04-10,삼성 / 반디플:7; IT / 통신:1; 개별주:1
동일스틸럭스,조선,10,7,0.700,2026-04-09,조선:7; 개별주:2; 중동전쟁 / 원자재:1
드림시큐리티,IT / 통신,7,7,1.000,2026-05-26,IT / 통신:7
레이크머티리얼즈,이차전지,8,7,0.875,2026-04-21,이차전지:7; 개별주:1
루미르,우주 / 항공,13,7,0.538,2026-05-18,우주 / 항공:7; 방산:4; 조선:1; 개별주:1
리노공업,삼성 / 반디플,7,7,1.000,2026-06-09,삼성 / 반디플:7
마음AI,로봇,8,7,0.875,2026-06-04,로봇:7; 전력 / 에너지:1
모델솔루션,로봇,10,7,0.700,2026-06-12,로봇:7; 개별주:1; 우주 / 항공:1; 정부 정책:1
비츠로셀,개별주,10,7,0.700,2026-05-11,개별주:7; 전력 / 에너지:2; 방산:1
빛샘전자,IT / 통신,7,7,1.000,2026-05-07,IT / 통신:7
상신이디피,이차전지,8,7,0.875,2026-04-21,이차전지:7; 로봇:1
소룩스,BIO / 의료AI,8,7,0.875,2026-05-15,BIO / 의료AI:7; 개별주:1
스맥,로봇,12,7,0.583,2026-01-07,로봇:7; 개별주:5
신성에스티,이차전지,8,7,0.875,2026-05-28,이차전지:7; 전력 / 에너지:1
신성이엔지,삼성 / 반디플,9,7,0.778,2026-04-15,삼성 / 반디플:7; 전력 / 에너지:2
신세계,개별주,7,7,1.000,2026-06-10,개별주:7
심텍홀딩스,삼성 / 반디플,8,7,0.875,2026-05-22,삼성 / 반디플:7; 개별주:1
쎄크,삼성 / 반디플,9,7,0.778,2026-05-20,삼성 / 반디플:7; 개별주:1; BIO / 의료AI:1
쎄트렉아이,우주 / 항공,17,7,0.412,2026-04-13,우주 / 항공:7; 방산:5; 개별주:3; 실적 / 공시:1; 조선:1
아이에스티이,삼성 / 반디플,9,7,0.778,2026-05-27,삼성 / 반디플:7; 로봇:1; 개별주:1
에스엠코어,로봇,8,7,0.875,2026-02-03,로봇:7; 정부 정책:1
에프엔에스테크,삼성 / 반디플,7,7,1.000,2026-05-19,삼성 / 반디플:7
온코크로스,BIO / 의료AI,7,7,1.000,2026-04-20,BIO / 의료AI:7
와이지엔터테인먼트,개별주,9,7,0.778,2026-06-11,개별주:7; 코인 / 가상자산:1; IP / 엔터:1
우리넷,IT / 통신,8,7,0.875,2026-04-27,IT / 통신:7; 삼성 / 반디플:1
젬백스,BIO / 의료AI,7,7,1.000,2026-02-26,BIO / 의료AI:7
지니너스,BIO / 의료AI,7,7,1.000,2026-04-14,BIO / 의료AI:7
코닉오토메이션,로봇,9,7,0.778,2025-10-20,로봇:7; 정부 정책:1; 개별주:1
코스모로보틱스,로봇,7,7,1.000,2026-06-15,로봇:7
코스텍시스,삼성 / 반디플,13,7,0.538,2026-05-18,삼성 / 반디플:7; IT / 통신:5; 개별주:1
코윈테크,로봇,8,7,0.875,2026-01-22,로봇:7; 전력 / 에너지:1
퀄리타스반도체,삼성 / 반디플,10,7,0.700,2026-05-04,삼성 / 반디플:7; IT / 통신:3
하이드로리튬,이차전지,11,7,0.636,2026-03-31,이차전지:7; 개별주:2; 중동전쟁:1; 미-중 갈등 / 원자재:1
한선엔지니어링,전력 / 에너지,10,7,0.700,2026-05-19,전력 / 에너지:7; 개별주:1; 실적 / 공시:1; 조선:1
한솔아이원스,삼성 / 반디플,7,7,1.000,2026-06-11,삼성 / 반디플:7
한솔테크닉스,삼성 / 반디플,9,7,0.778,2026-06-11,삼성 / 반디플:7; 개별주:2
한켐,삼성 / 반디플,8,7,0.875,2026-06-15,삼성 / 반디플:7; 전력 / 에너지:1
한화에어로스페이스,개별주,17,7,0.412,2026-04-07,개별주:7; 방산:6; 조선:4
현대로템,개별주,13,7,0.538,2026-04-29,개별주:7; 방산:4; 조선:2
CJ,개별주,6,6,1.000,2026-06-01,개별주:6
DL이앤씨,전력 / 에너지,8,6,0.750,2026-05-07,전력 / 에너지:6; 개별주:2
DSC인베스트먼트,삼성 / 반디플,10,6,0.600,2026-05-29,삼성 / 반디플:6; 개별주:4
HD현대건설기계,개별주,9,6,0.667,2026-01-12,개별주:6; 전력 / 에너지:2; 실적 / 공시:1
HLB,BIO / 의료AI,6,6,1.000,2026-03-03,BIO / 의료AI:6
HLB이노베이션,BIO / 의료AI,7,6,0.857,2026-05-12,BIO / 의료AI:6; 개별주:1
KX하이텍,삼성 / 반디플,6,6,1.000,2026-06-04,삼성 / 반디플:6
LG디스플레이,삼성 / 반디플,11,6,0.545,2026-06-02,삼성 / 반디플:6; 로봇:4; 개별주:1
NAVER,로봇,13,6,0.462,2026-06-12,로봇:6; 코인 / 가상자산:5; 개별주:1; 정부 정책:1
SGC에너지,전력 / 에너지,7,6,0.857,2026-04-22,전력 / 에너지:6; 조선:1
SKAI,로봇,8,6,0.750,2026-05-28,로봇:6; 개별주:1; AI:1
SK오션플랜트,개별주,14,6,0.429,2026-06-10,개별주:6; 전력 / 에너지:5; 조선:3
강원에너지,전력 / 에너지,11,6,0.545,2026-03-31,전력 / 에너지:6; 이차전지:3; 중동전쟁:1; 개별주:1
금양그린파워,전력 / 에너지,6,6,1.000,2026-03-31,전력 / 에너지:6
나노팀,우주 / 항공,12,6,0.500,2026-05-28,우주 / 항공:6; 개별주:2; 방산:2; 이차전지:1; 로봇:1
대주전자재료,전력 / 에너지,11,6,0.545,2026-05-22,전력 / 에너지:6; 이차전지:2; 우주 / 항공:1; 방산:1; 개별주:1
대진첨단소재,이차전지,11,6,0.545,2026-02-10,이차전지:6; 개별주:4; 정부 정책:1
대한유화,개별주,7,6,0.857,2026-04-29,개별주:6; 전력 / 에너지:1
대한조선,조선,8,6,0.750,2026-03-31,조선:6; 중동전쟁:1; 개별주:1
드림씨아이에스,BIO / 의료AI,7,6,0.857,2026-05-13,BIO / 의료AI:6; 개별주:1
디바이스,삼성 / 반디플,6,6,1.000,2026-05-27,삼성 / 반디플:6
디아이티,삼성 / 반디플,7,6,0.857,2026-05-18,삼성 / 반디플:6; 개별주:1
모비스,전력 / 에너지,11,6,0.545,2026-04-15,전력 / 에너지:6; 개별주:5
모헨즈,개별주,8,6,0.750,2026-06-10,개별주:6; 로봇:1; 정치:1
미래나노텍,이차전지,9,6,0.667,2026-03-31,이차전지:6; 개별주:2; 중동전쟁:1
미래반도체,삼성 / 반디플,6,6,1.000,2026-05-14,삼성 / 반디플:6
미투온,개별주,10,6,0.600,2026-04-15,개별주:6; 코인 / 가상자산:3; IP / 엔터:1
베셀,개별주,6,6,1.000,2026-03-23,개별주:6
부국증권,개별주,7,6,0.857,2026-02-03,개별주:6; 정부 정책:1
비보존 제약,BIO / 의료AI,7,6,0.857,2026-06-10,BIO / 의료AI:6; 개별주:1
비에이치,삼성 / 반디플,14,6,0.429,2026-05-22,삼성 / 반디플:6; IT / 통신:3; 개별주:2; 로봇:2; 실적 / 공시:1
삼미금속,전력 / 에너지,11,6,0.545,2026-05-21,전력 / 에너지:6; 개별주:4; 로봇:1
상상인증권,개별주,6,6,1.000,2026-03-20,개별주:6
서부T&D,개별주,8,6,0.750,2026-01-30,개별주:6; 실적 / 공시:1; 화장품 / 중국:1
선도전기,전력 / 에너지,7,6,0.857,2026-05-21,전력 / 에너지:6; 개별주:1
선익시스템,삼성 / 반디플,11,6,0.545,2026-06-09,삼성 / 반디플:6; 전력 / 에너지:4; 개별주:1
세명전기,전력 / 에너지,6,6,1.000,2026-04-29,전력 / 에너지:6
세아메카닉스,로봇,13,6,0.462,2026-06-01,로봇:6; 이차전지:5; 개별주:1; 美 - 관세:1
셀트리온,BIO / 의료AI,6,6,1.000,2026-02-11,BIO / 의료AI:6
슈어소프트테크,로봇,9,6,0.667,2026-05-08,로봇:6; 이차전지:2; 자율주행:1
싸이버원,개별주,10,6,0.600,2026-04-23,개별주:6; IT / 통신:3; 로봇:1
썸에이지,개별주,6,6,1.000,2025-08-29,개별주:6
쓰리빌리언,BIO / 의료AI,7,6,0.857,2026-04-24,BIO / 의료AI:6; 개별주:1
씨피시스템,로봇,17,6,0.353,2026-02-09,로봇:6; 조선:6; 삼성 / 반디플:4; 개별주:1
아모센스,전력 / 에너지,8,6,0.750,2026-04-29,전력 / 에너지:6; 개별주:2
아모텍,삼성 / 반디플,12,6,0.500,2026-06-11,삼성 / 반디플:6; IT / 통신:3; MLCC:1; 로봇:1; 개별주:1
알트,로봇,6,6,1.000,2026-06-05,로봇:6
에스제이그룹,개별주,7,6,0.857,2026-04-10,개별주:6; 정치:1
에이스테크,IT / 통신,10,6,0.600,2026-04-13,IT / 통신:6; 개별주:2; 전력 / 에너지:1; 5G / 6G:1
에프알텍,IT / 통신,6,6,1.000,2026-04-14,IT / 통신:6
엘티씨,삼성 / 반디플,6,6,1.000,2026-06-11,삼성 / 반디플:6
옵투스제약,BIO / 의료AI,7,6,0.857,2026-03-31,BIO / 의료AI:6; 개별주:1
유니테스트,삼성 / 반디플,11,6,0.545,2026-05-14,삼성 / 반디플:6; 전력 / 에너지:5
이노테크,삼성 / 반디플,6,6,1.000,2026-04-22,삼성 / 반디플:6
인베니아,삼성 / 반디플,6,6,1.000,2026-01-12,삼성 / 반디플:6
일동홀딩스,BIO / 의료AI,6,6,1.000,2025-12-11,BIO / 의료AI:6
제이엔비,삼성 / 반디플,6,6,1.000,2025-12-30,삼성 / 반디플:6
중앙첨단소재,이차전지,7,6,0.857,2026-04-21,이차전지:6; 개별주:1
지노믹트리,BIO / 의료AI,6,6,1.000,2025-12-19,BIO / 의료AI:6
케이엔에스,로봇,7,6,0.857,2026-03-06,로봇:6; 삼성 / 반디플:1
태광,전력 / 에너지,10,6,0.600,2026-04-06,전력 / 에너지:6; 조선:3; 개별주:1
티씨머티리얼즈,전력 / 에너지,8,6,0.750,2026-05-21,전력 / 에너지:6; 개별주:2
티씨케이,삼성 / 반디플,6,6,1.000,2026-05-13,삼성 / 반디플:6
티움바이오,BIO / 의료AI,6,6,1.000,2026-04-27,BIO / 의료AI:6
파이버프로,IT / 통신,12,6,0.500,2026-05-11,IT / 통신:6; 우주 / 항공:4; 개별주:1; 방산:1
펨트론,삼성 / 반디플,6,6,1.000,2026-06-12,삼성 / 반디플:6
폴라리스AI파마,BIO / 의료AI,6,6,1.000,2026-05-07,BIO / 의료AI:6
플리토,로봇,11,6,0.545,2026-05-29,로봇:6; 개별주:4; AI:1
한온시스템,개별주,11,6,0.545,2026-06-15,개별주:6; 이차전지:3; 로봇:2
한텍,전력 / 에너지,8,6,0.750,2026-03-23,전력 / 에너지:6; 실적 / 공시:1; 美 - 관세:1
한화갤러리아,개별주,6,6,1.000,2026-05-13,개별주:6
헬릭스미스,BIO / 의료AI,6,6,1.000,2026-04-08,BIO / 의료AI:6
현대위아,로봇,8,6,0.750,2026-05-21,로봇:6; 현대차:2
현대힘스,조선,9,6,0.667,2026-03-24,조선:6; 개별주:3
협진,로봇,6,6,1.000,2026-01-21,로봇:6
화신,로봇,7,6,0.857,2026-06-08,로봇:6; 美 - 관세:1
후성,삼성 / 반디플,15,6,0.400,2026-06-15,삼성 / 반디플:6; 개별주:3; 이차전지:3; 전력 / 에너지:2; 중동전쟁 / 원자재:1
흥구석유,개별주,13,6,0.462,2026-06-08,개별주:6; 방산:3; 전력 / 에너지:1; 중동전쟁 / 원자재:1; 중동전쟁:1; 원자재:1
HD현대,조선,7,5,0.714,2026-04-23,조선:5; 개별주:2
HD현대마린솔루션,조선,9,5,0.556,2026-06-10,조선:5; 전력 / 에너지:3; 개별주:1
JW신약,BIO / 의료AI,5,5,1.000,2026-06-15,BIO / 의료AI:5
LK삼양,개별주,12,5,0.417,2026-04-17,개별주:5; 우주 / 항공:5; 방산:1; 로봇:1
LS에코에너지,전력 / 에너지,8,5,0.625,2026-05-21,전력 / 에너지:5; 개별주:2; 로봇:1
NHN KCP,코인 / 가상자산,7,5,0.714,2026-04-14,코인 / 가상자산:5; 개별주:2
SJG세종,로봇,10,5,0.500,2026-01-21,로봇:5; 현대차:2; 자동차:1; 실적 / 공시:1; 이차전지:1
글로벌텍스프리,개별주,6,5,0.833,2025-11-20,개별주:5; 화장품 / 중국:1
나무기술,로봇,10,5,0.500,2026-06-05,로봇:5; 개별주:2; IT / 통신:1; AI:1; 실적 / 공시:1
넥스틸,개별주,11,5,0.455,2026-06-08,개별주:5; 전력 / 에너지:3; 중동전쟁:1; 중동전쟁 / 원자재:1; 美 - 관세:1
동운아나텍,BIO / 의료AI,7,5,0.714,2026-04-30,BIO / 의료AI:5; 개별주:1; 실적 / 공시:1
디케이티,로봇,7,5,0.714,2026-05-08,로봇:5; 이차전지:2
러셀,로봇,6,5,0.833,2026-01-20,로봇:5; 현대차:1
로보로보,로봇,6,5,0.833,2026-06-01,로봇:5; 정부 정책:1
롯데쇼핑,개별주,5,5,1.000,2026-06-10,개별주:5
롯데에너지머티리얼즈,개별주,16,5,0.312,2026-06-12,개별주:5; 삼성 / 반디플:4; 이차전지:4; 전력 / 에너지:2; 로봇:1
리센스메디컬,BIO / 의료AI,6,5,0.833,2026-05-07,BIO / 의료AI:5; 개별주:1
리튬포어스,이차전지,6,5,0.833,2026-04-28,이차전지:5; 중동전쟁:1
메가터치,이차전지,6,5,0.833,2026-05-18,이차전지:5; 개별주:1
메드팩토,BIO / 의료AI,5,5,1.000,2026-03-18,BIO / 의료AI:5
모베이스,로봇,5,5,1.000,2026-05-12,로봇:5
미래산업,삼성 / 반디플,5,5,1.000,2026-06-09,삼성 / 반디플:5
범한퓨얼셀,전력 / 에너지,11,5,0.455,2026-05-27,전력 / 에너지:5; 개별주:3; 조선:3
부광약품,BIO / 의료AI,5,5,1.000,2026-03-25,BIO / 의료AI:5
블루엠텍,BIO / 의료AI,5,5,1.000,2025-09-19,BIO / 의료AI:5
비츠로넥스텍,개별주,10,5,0.500,2026-05-18,개별주:5; 우주 / 항공:4; 전력 / 에너지:1
사피엔반도체,삼성 / 반디플,6,5,0.833,2026-04-23,삼성 / 반디플:5; 개별주:1
삼성물산,삼성 / 반디플,13,5,0.385,2026-06-15,삼성 / 반디플:5; 개별주:4; 전력 / 에너지:3; 정부 정책:1
삼성생명,삼성 / 반디플,7,5,0.714,2026-06-15,삼성 / 반디플:5; 개별주:2
삼아알미늄,개별주,18,5,0.278,2026-06-02,개별주:5; 방산:3; 이차전지:3; 전력 / 에너지:2; 중동전쟁 / 원자재:2; 중동전쟁:1; 원자재:1; 조선:1
삼양식품,개별주,6,5,0.833,2026-05-14,개별주:5; 실적 / 공시:1
서전기전,전력 / 에너지,5,5,1.000,2026-05-06,전력 / 에너지:5
서진시스템,전력 / 에너지,10,5,0.500,2026-05-18,전력 / 에너지:5; 개별주:2; 이차전지:2; 로봇:1
성도이엔지,삼성 / 반디플,5,5,1.000,2026-03-03,삼성 / 반디플:5
성문전자,로봇,6,5,0.833,2026-05-13,로봇:5; 개별주:1
성일하이텍,이차전지,6,5,0.833,2026-04-17,이차전지:5; 로봇:1
시지트로닉스,삼성 / 반디플,6,5,0.833,2026-05-22,삼성 / 반디플:5; IT / 통신:1
신영증권,개별주,7,5,0.714,2026-04-08,개별주:5; 정부 정책:2
신흥에스이씨,이차전지,7,5,0.714,2026-04-28,이차전지:5; 전력 / 에너지:2
쏘닉스,IT / 통신,7,5,0.714,2026-04-27,IT / 통신:5; 삼성 / 반디플:2
씨에스윈드,전력 / 에너지,5,5,1.000,2026-04-22,전력 / 에너지:5
아난티,개별주,6,5,0.833,2026-02-06,개별주:5; 대북:1
아스플로,삼성 / 반디플,5,5,1.000,2026-06-12,삼성 / 반디플:5
아이엠비디엑스,BIO / 의료AI,5,5,1.000,2025-12-04,BIO / 의료AI:5
아크릴,로봇,9,5,0.556,2026-04-14,로봇:5; 개별주:2; 삼성 / 반디플:2
에너토크,전력 / 에너지,5,5,1.000,2026-01-20,전력 / 에너지:5
에스바이오메딕스,BIO / 의료AI,5,5,1.000,2025-12-30,BIO / 의료AI:5
에스엔시스,개별주,11,5,0.455,2026-05-13,개별주:5; 조선:5; 전력 / 에너지:1
에스엘,로봇,7,5,0.714,2026-06-15,로봇:5; 현대차:1; 美 - 관세:1
에스엠,개별주,7,5,0.714,2026-06-11,개별주:5; 코인 / 가상자산:1; IP / 엔터:1
에스티아이,삼성 / 반디플,5,5,1.000,2026-02-26,삼성 / 반디플:5
엘케이켐,전력 / 에너지,10,5,0.500,2026-05-22,전력 / 에너지:5; 삼성 / 반디플:3; 개별주:2
옵티코어,개별주,7,5,0.714,2026-03-12,개별주:5; IT / 통신:1; 로봇:1
와이제이링크,우주 / 항공,13,5,0.385,2026-04-27,우주 / 항공:5; 로봇:4; 개별주:3; 이차전지:1
와이지-원,개별주,5,5,1.000,2026-05-18,개별주:5
원익,로봇,8,5,0.625,2026-01-05,로봇:5; 개별주:3
유니슨,전력 / 에너지,7,5,0.714,2026-05-27,전력 / 에너지:5; 개별주:2
유바이오로직스,BIO / 의료AI,5,5,1.000,2026-02-24,BIO / 의료AI:5
육일씨엔에쓰,개별주,6,5,0.833,2026-02-02,개별주:5; 정치:1
이루온,IT / 통신,6,5,0.833,2026-04-09,IT / 통신:5; 5G / 6G:1
이수화학,개별주,11,5,0.455,2026-06-11,개별주:5; 이차전지:4; 전력 / 에너지:1; 실적 / 공시:1
이엔셀,BIO / 의료AI,5,5,1.000,2026-01-27,BIO / 의료AI:5
인텔리안테크,우주 / 항공,8,5,0.625,2026-03-10,우주 / 항공:5; 개별주:2; 방산:1
일진파워,전력 / 에너지,6,5,0.833,2026-03-20,전력 / 에너지:5; 개별주:1
자람테크놀로지,IT / 통신,8,5,0.625,2026-05-04,IT / 통신:5; 삼성 / 반디플:2; 5G / 6G:1
제이앤티씨,삼성 / 반디플,5,5,1.000,2026-05-18,삼성 / 반디플:5
제이에스티나,개별주,7,5,0.714,2026-02-06,개별주:5; 대북:1; 정부 정책:1
제이엘케이,BIO / 의료AI,5,5,1.000,2026-03-13,BIO / 의료AI:5
지앤비에스 에코,전력 / 에너지,6,5,0.833,2026-05-22,전력 / 에너지:5; 삼성 / 반디플:1
진원생명과학,BIO / 의료AI,5,5,1.000,2026-05-20,BIO / 의료AI:5
차백신연구소,BIO / 의료AI,6,5,0.833,2026-05-27,BIO / 의료AI:5; 개별주:1
카티스,개별주,7,5,0.714,2026-04-15,개별주:5; 전력 / 에너지:1; 로봇:1
컴퍼니케이,개별주,7,5,0.714,2026-06-02,개별주:5; 로봇:1; 정부 정책:1
케이씨에스,IT / 통신,8,5,0.625,2026-05-26,IT / 통신:5; 개별주:2; 로봇:1
케이씨티,개별주,5,5,1.000,2026-03-23,개별주:5
켄코아에어로스페이스,우주 / 항공,10,5,0.500,2026-05-26,우주 / 항공:5; 방산:3; 개별주:2
코위버,IT / 통신,6,5,0.833,2026-05-26,IT / 통신:5; 로봇:1
코칩,삼성 / 반디플,7,5,0.714,2026-05-28,삼성 / 반디플:5; MLCC:1; 로봇:1
큐리언트,BIO / 의료AI,6,5,0.833,2026-03-10,BIO / 의료AI:5; 개별주:1
티에이치엔,개별주,7,5,0.714,2026-05-26,개별주:5; 로봇:2
티엠씨,전력 / 에너지,12,5,0.417,2026-06-10,전력 / 에너지:5; IT / 통신:3; 개별주:2; 삼성 / 반디플:1; 조선:1
티이엠씨,삼성 / 반디플,8,5,0.625,2026-06-12,삼성 / 반디플:5; IT / 통신:1; 전력 / 에너지:1; 방산:1
파워넷,전력 / 에너지,11,5,0.455,2026-06-15,전력 / 에너지:5; 삼성 / 반디플:4; 개별주:2
파인엠텍,삼성 / 반디플,11,5,0.455,2026-04-16,삼성 / 반디플:5; IT / 통신:3; 개별주:2; 로봇:1
파인텍,IT / 통신,6,5,0.833,2026-05-26,IT / 통신:5; 개별주:1
퍼스텍,방산,13,5,0.385,2026-04-22,방산:5; 조선:2; 전력 / 에너지:2; 중동전쟁:1; 중동전쟁 / 원자재:1; 개별주:1; 우주 / 항공:1
페스카로,로봇,8,5,0.625,2026-02-10,로봇:5; 개별주:1; 우주 / 항공:1; 이차전지:1
퓨쳐켐,BIO / 의료AI,6,5,0.833,2026-05-04,BIO / 의료AI:5; 개별주:1
피에스텍,개별주,6,5,0.833,2026-02-13,개별주:5; 정부 정책:1
하림지주,개별주,5,5,1.000,2026-03-20,개별주:5
한국금융지주,개별주,7,5,0.714,2026-05-06,개별주:5; 실적 / 공시:1; 정부 정책:1
한국카본,조선,7,5,0.714,2026-04-03,조선:5; 개별주:1; 전력 / 에너지:1
한미글로벌,전력 / 에너지,5,5,1.000,2026-04-08,전력 / 에너지:5
한일단조,방산,9,5,0.556,2026-04-20,방산:5; 중동전쟁:1; 중동전쟁 / 원자재:1; 전력 / 에너지:1; 조선:1
한화,개별주,6,5,0.833,2026-01-15,개별주:5; 정부 정책:1
해성옵틱스,로봇,12,5,0.417,2026-05-08,로봇:5; 개별주:3; IT / 통신:2; 현대차:2
형지I&C,개별주,5,5,1.000,2026-01-02,개별주:5
호텔신라,개별주,6,5,0.833,2026-04-27,개별주:5; 화장품 / 중국:1
AP위성,우주 / 항공,7,4,0.571,2026-05-26,우주 / 항공:4; 방산:2; 개별주:1
HB테크놀러지,삼성 / 반디플,4,4,1.000,2026-05-07,삼성 / 반디플:4
KH바텍,로봇,6,4,0.667,2026-02-25,로봇:4; 삼성 / 반디플:2
LG,로봇,7,4,0.571,2026-06-01,로봇:4; 전력 / 에너지:1; 삼성 / 반디플:1; 개별주:1
LG화학,이차전지,7,4,0.571,2026-02-25,이차전지:4; 개별주:3
LS티라유텍,로봇,4,4,1.000,2026-01-02,로봇:4
PS일렉트로닉스,개별주,15,4,0.267,2026-05-13,개별주:4; 로봇:4; 이차전지:2; 삼성 / 반디플:2; 전력 / 에너지:1; 현대차:1; 자율주행:1
RFHIC,IT / 통신,17,4,0.235,2026-06-04,IT / 통신:4; 개별주:3; 방산:2; 전력 / 에너지:2; 로봇:1; 중동전쟁 / 원자재:1; 실적 / 공시:1; 우주 / 항공:1; 5G / 6G:1; 삼성 / 반디플:1
SAMG엔터,개별주,5,4,0.800,2026-04-29,개별주:4; 실적 / 공시:1
SGA솔루션즈,IT / 통신,6,4,0.667,2026-05-22,IT / 통신:4; 개별주:2
SK,개별주,6,4,0.667,2026-05-04,개별주:4; 삼성 / 반디플:1; 정부 정책:1
SK가스,전력 / 에너지,5,4,0.800,2026-03-31,전력 / 에너지:4; 방산:1
TPC로보틱스,로봇,4,4,1.000,2026-05-14,로봇:4
TS인베스트먼트,삼성 / 반디플,6,4,0.667,2026-05-29,삼성 / 반디플:4; 개별주:2
TS트릴리온,BIO / 의료AI,5,4,0.800,2026-06-15,BIO / 의료AI:4; 전력 / 에너지:1
경보제약,BIO / 의료AI,4,4,1.000,2026-03-25,BIO / 의료AI:4
국전약품,삼성 / 반디플,4,4,1.000,2026-03-17,삼성 / 반디플:4
그린광학,방산,13,4,0.308,2026-05-22,방산:4; 개별주:4; 우주 / 항공:3; 삼성 / 반디플:2
기산텔레콤,IT / 통신,4,4,1.000,2026-04-13,IT / 통신:4
나노엔텍,BIO / 의료AI,7,4,0.571,2026-04-29,BIO / 의료AI:4; 개별주:2; 로봇:1
넥스트칩,삼성 / 반디플,7,4,0.571,2026-05-11,삼성 / 반디플:4; 로봇:2; 개별주:1
노머스,개별주,6,4,0.667,2026-01-15,개별주:4; 코인 / 가상자산:1; IP / 엔터:1
다원넥스뷰,삼성 / 반디플,7,4,0.571,2026-05-15,삼성 / 반디플:4; 전력 / 에너지:2; 실적 / 공시:1
대동기어,개별주,6,4,0.667,2026-02-10,개별주:4; 로봇:2
대성하이텍,방산,9,4,0.444,2026-03-31,방산:4; 개별주:3; 로봇:2
더핑크퐁컴퍼니,개별주,4,4,1.000,2026-01-08,개별주:4
라메디텍,BIO / 의료AI,5,4,0.800,2026-05-14,BIO / 의료AI:4; 개별주:1
라온로보틱스,로봇,5,4,0.800,2026-05-27,로봇:4; 실적 / 공시:1
라온시큐어,IT / 통신,4,4,1.000,2026-05-26,IT / 통신:4
레이,BIO / 의료AI,6,4,0.667,2026-04-13,BIO / 의료AI:4; 개별주:2
롯데지주,개별주,6,4,0.667,2026-02-13,개별주:4; 정부 정책:2
매커스,개별주,4,4,1.000,2025-11-06,개별주:4
메쥬,BIO / 의료AI,4,4,1.000,2026-05-28,BIO / 의료AI:4
미코,삼성 / 반디플,6,4,0.667,2026-06-02,삼성 / 반디플:4; 개별주:1; 조선:1
바이오다인,BIO / 의료AI,4,4,1.000,2026-02-04,BIO / 의료AI:4
뱅크웨어글로벌,코인 / 가상자산,5,4,0.800,2026-01-23,코인 / 가상자산:4; 개별주:1
삼성E&A,개별주,8,4,0.500,2026-06-15,개별주:4; 전력 / 에너지:4
삼양컴텍,방산,11,4,0.364,2026-04-22,방산:4; 개별주:4; 조선:3
삼화페인트,개별주,7,4,0.571,2026-03-26,개별주:4; 삼성 / 반디플:2; 전력 / 에너지:1
상지건설,개별주,6,4,0.667,2025-12-30,개별주:4; 정부 정책:1; 건설 / 인프라:1
샤페론,BIO / 의료AI,4,4,1.000,2026-06-15,BIO / 의료AI:4
서울바이오시스,개별주,9,4,0.444,2026-05-18,개별주:4; IT / 통신:3; 삼성 / 반디플:2
서진오토모티브,로봇,5,4,0.800,2026-01-19,로봇:4; 현대차:1
성광벤드,전력 / 에너지,7,4,0.571,2026-04-03,전력 / 에너지:4; 조선:3
세림B&G,개별주,10,4,0.400,2026-04-13,개별주:4; 전력 / 에너지:3; 중동전쟁 / 원자재:1; 방산:1; 로봇:1
셀리드,BIO / 의료AI,5,4,0.800,2026-05-08,BIO / 의료AI:4; 개별주:1
소프트캠프,개별주,7,4,0.571,2026-04-20,개별주:4; IT / 통신:3
